Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
Comparison of Four Molecular <i>In Vitro</i> Diagnostic Assays for the Detection of SARS-CoV-2 in Nasopharyngeal Specimens,"Zhen, Wei; Manji, Ryhana; Smith, Elizabeth; Berry, Gregory J.","Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the novel human coronavirus that causes coronavirus disease 2019 (COVID-19), was first discovered in December 2019 as the cause of an outbreak of pneumonia in the city of Wuhan, Hubei province, China. The clinical presentation of COVID-19 is fairly non-specific, and symptoms overlap with other seasonal respiratory infections concurrently circulating in the population. Furthermore, it is estimated that up to 80% of infected individuals experience mild symptoms or are asymptomatic, confounding efforts to reliably diagnose COVID-19 empirically. To support infection control measures, there is an urgent need for rapid and accurate molecular diagnostics to identify COVID-19 positive patients. In the present study, we have evaluated the analytical sensitivity and clinical performance of four SARS-CoV-2 molecular diagnostic assays granted Emergency Use Authorization by the FDA using nasopharyngeal swabs from symptomatic patients: the New York SARS-CoV-2 Real-time Reverse Transcriptase (RT)-PCR Diagnostic Panel (Modified CDC), the Simplexa COVID-19 Direct (Diasorin Molecular), GenMark ePlex SARS-CoV-2 assay (GenMark) and the Hologic Panther Fusion® SARS-CoV-2 assay (Hologic). This information is crucial for both laboratories and clinical teams, as decisions on which testing platform to implement are made.",2020,,Journal of Clinical Microbiology,,,,,10.1128/JCM.00743-20,26267,#141800,Zhen 2020,,,141800,30-04-20
The Diagnosis of Pandemic Coronavirus Pneumonia: A Review of Radiology Examination and Laboratory Test,"Zheng, Zhong; Yao, Zhixian; Wu, Ke; Zheng, Junhua","Since the outbreak of novel coronavirus disease 2019 (COVID-19), epidemic prevention strategies have been implemented worldwide. For the sake of controlling the infectious coronavirus pneumonia, early diagnosis and quarantine play an imperative role. Currently, the mainstream diagnostic methods are imaging and laboratory diagnosis, which differ in their efficacy of diagnosis. To compare the detection rate, we reviewed numerous literature on pneumonia caused by coronaviruses (SARS, MERS, and SARS-CoV-2) and analyzed two different ways of diagnosis. The results showed that the detection rate of computed tomography (CT) diagnosis was significantly higher than that of real-time quantitative polymerase chain reaction (qPCR) (P = 0.00697). Still, clinicians should combine radiology and laboratory methods to achieve a higher detection rate, so that instant isolation and treatment could be effectively conducted to curb the rampant spread of the epidemic.",2020,,Journal of Clinical Virology,,,104396-104396,,https://doi.org/10.1016/j.jcv.2020.104396,26268,#141801,Zheng 2020,,,141801,30-04-20
Epidemiologic characteristics of traumatic fractures in elderly patients during the outbreak of coronavirus disease 2019 in China,"Zhu, Yanbin; Chen, Wei; Xin, Xing; Yin, Yingchao; Hu, Jinglve; Lv, Hongzhi; Li, Weixu; Deng, Xiangtian; Zhu, Chao; Zhu, Jian; Zhang, Jinli; Ye, Fagang; Chen, Aimin; Wu, Zhanyong; Ma, Zhanbei; Zhang, Xinhu; Gao, Fengmei; Li, Jidong; Wang, Conglin; Zhang, Yingze; Hou, Zhiyong","This study aimed to describe the epidemiologic characteristics of fracture in the elderly during the COVID-19. This was a retrospective multi-centre study, which included patients who sustained fractures between 20 January and 19 February 2020. The collected data included patients’ demographics (age and gender), injury-related (injury type, fracture location, injury mechanism, places where fracture occurred), and treatment modality. SPSS 23.0 was used to describe the data and perform some analysis. A total of 436 patients with 453 fractures were included; there were 153 males and 283 females, with an average age of 76.2 years (standard deviation, SD, 7.7 years; 65 to 105). For either males or females, 70–74 years was the most commonly involved age group. A total of 317 (72.7%) patients had their fractures occurring at home. Among 453 fractures, there were 264 (58.3%) hip fractures, accounting for 58.3%. Fall from standing height was the most common cause of fracture, making a proportion of 89.4% (405/453). Most fractures (95.8%, 434/453) were treated surgically, and 4.2% (19/453) were treated by plaster fixation or traction. Open reduction and internal fixation (ORIF) was the most used surgical method, taking a proportion of 49.2% (223/453). These findings highlighted the importance of primary prevention (home prevention) measures and could be used for references for individuals, health care providers, or health administrative department during the global pandemic of COVID-19.",2020,,International Orthopaedics,,,01-Jun,,10.1007/s00264-020-04575-0,26270,#141803,Zhu 2020,,,141803,30-04-20
[Oncology: navigating the COVID-19 Pandemic and Steer the Course],"Zimmermann, Stefan; Dietrich, Pierre-Yves; Michielin, Olivier; Betticher, Daniel; Peters, Solange","Medical oncologists are steering a difficult course during the COVID-19 pandemic between three opposing forces : revisiting optimal standards of cancer care, facing constantly evolving shortages as some resources are being redirected, and acknowledging the paradoxical need to keep patients away from the health care facility. This article compiles recommendations fr om cancer societies and expert opinions to provide guidance and practical solutions for the oncology clinic. We propose that optimal standards of care be upheld, and short-term safety concerns due to exposure to SARS-CoV-2 be weighed against a long-term compromise in cancer prognosis when deciding on adjustments in cancer care. Proper mitigation strategies in the clinic and use of less resource-heavy but equivalent treatment alternatives often allow optimal cancer care. The magnitude of benefit of cancer treatments needs to be systematically considered.",2020,,Revue medicale suisse,16,N° 691-2,819-822,,,26271,#141804,Zimmermann 2020,,,141804,30-04-20
"Analysis of coagulation parameters in patients with COVID-19 in Shanghai, China","Zou, Ying; Guo, Hongying; Zhang, Yuyi; Zhang, Zhengguo; Liu, Yu; Wang, Jiefei; Lu, Hongzhou; Qian, Zhiping","To investigate the characteristic of coagulation function in 303 patients with Coronavirus disease 2019 (COVID-19), we evaluated the correlation between coagulation function and disease status. We retrospectively analyzed 303 patients diagnosed with COVID-19 and evaluated the clinical data of 240 patients who were discharged. The coagulation function of the two groups (mild and severe) was compared. Compared with the mild group, majority of patients in the severe group were male (76.9% vs. 49.8%) and elderly (median age 65 vs. 50), and the proportion with chronic underlying diseases was higher (73.1% vs. 36.1%). There were 209 abnormalities (69.0%) of coagulation parameters in 303 patients admitted to hospital. Comparison of various indexes of coagulation function between the two groups in admission, the proportion of abnormal coagulation indicators in the severe group was higher than that in the mild group (100% vs. 66.1%). The median coagulation parameters in the severe group were higher than those in the mild group: international normalized ratio (1.04 vs. 1.01), prothrombin time (13.8 vs. 13.4) seconds, activated partial thromboplastin time (43.2 vs. 39.2) seconds, fibrinogen (4.74 vs. 4.33) g/L, fibrinogen degradation products (2.61 vs. 0.99) µg/mL, and D-dimer (1.04 vs. 0.43) µg/mL, the differences were statistically significant (p < 0.05). Coagulation dysfunction is common in patients with COVID-19, especially fibrinogen and D-dimer elevation, and the degree of elevation is related to the severity of the disease. As the disease recovers, fibrinogen and activated partial thromboplastin time also return to normal.",2020,,BioScience Trends,,,2020.03086-2020.03086,,10.5582/bst.2020.03086,26272,#141805,Zou 2020,,,141805,30-04-20
Coronavirus Disease 2019 in Children: An Invisible Threat Which We Cannot Ignore,"Biban, Paolo",,2020,,Pediatric Critical Care Medicine,Online First,,,00130478-900000000-98049,10.1097/pcc.0000000000002431,26284,#141817,Biban 2020,,,141817,30-04-20
COVID-19 & Leadership,"Bolwell, Brian J.",,2020,,Oncology Times,42,9,18,00130989-202005050-00007,10.1097/01.Cot.0000666548.69326.93,26285,#141818,Bolwell 2020,,,141818,30-04-20
COVID-19 and Mental Health of Older Adults in the Philippines: A Perspective from a Developing Country,"Buenaventura, Robert D.; Ho, Jacqueline B.; Lapid, Maria I.",,2020,,International Psychogeriatrics,,,Jan-13,,10.1017/S1041610220000757,26286,#141819,Buenaventura 2020,,,141819,30-04-20
COVID-19 Reveals Why We Need Physician-Advocates Now,"Cantave, Melissa; Perlson, Jacob; Lewis, Chad; Byers, Brianna",,2020,,Academic Medicine,Publish Ahead of Print,,,00001888-900000000-97191,10.1097/acm.0000000000003479,26287,#141820,Cantave 2020,,,141820,30-04-20
Treatment of Proximal Femoral Fragility Fractures in Patients with COVID-19 During the SARS-CoV-2 Outbreak in Northern Italy,"Catellani, Francesco; Coscione, Andrea; D’Ambrosi, Riccardo; Usai, Luca; Roscitano, Claudio; Fiorentino, Gennaro","Background: From February 20 to April 2020, the coronavirus SARS (severe acute respiratory syndrome)-CoV-2 spread in northern Italy, drastically challenging the care capacities of the national health care system. Unprepared for this emergency, hospitals have quickly reformulated paths of assistance in an effort to guarantee treatment for infected patients. Orthopaedic departments have been focused on elderly traumatology, especially the treatment of femoral neck fractures in patients with coronavirus disease-2019 (COVID-19). The purpose of the present study was to evaluate the orthopaedic management strategy for femoral fragility fractures in COVID-19-positive patients with the hypothesis that operative treatment may contribute to the overall stability of the patient. Methods: Sixteen patients affected by proximal femoral fracture and a recent history of fever, shortness of breath, and desaturation were admitted to the emergency room. Thoracic computed tomography (CT) and oropharyngeal swabs confirmed that they were positive for COVID-19, requiring hospitalization and prophylaxis with low-molecular-weight heparin. Results: Three patients died before surgery because of severe respiratory insufficiency and multiple-organ-failure syndrome. Ten patients underwent surgery on the day after admission, whereas 3 patients had suspended their use of direct thrombin inhibitors and needed surgery to be delayed until the third day after admission. In all patients except 1, we noted an improvement in terms of O2 saturation and assisted respiration. In 9 patients, hemodynamic and respiratory stability was observed at an average of 7 days postoperatively. Four patients who underwent surgical treatment died of respiratory failure on the first day after surgery (1 patient), the third day after surgery (2 patients), or the seventh day after surgery (1 patient). Conclusions: We noted a stabilization of respiratory parameters in 12 COVID-19-positive patients who underwent surgery treatment of proximal femoral fractures. We believe that in elderly patients with COVID-19 who have proximal femoral fractures, surgery may contribute to the overall stability of the patient, seated mobilization, improvement in physiological ventilation, and general patient comfort in bed. Level of Evidence: Prognostic Level IV. See Instructions for Authors for a complete description of levels of evidence. Email address for F. Catellani: francesco.catellani@gavazzeni.it Email address for A. Coscione: andrea.coscione@gavazzeni.it Email address for R. D’Ambrosi: riccardo.dambrosi@hotmail.it Email address for L. Usai: luca.usai@gavazzeni.it Email address for C. Roscitano: claudio.roscitano@gavazzeni.it Email address for G. Fiorentino: gennaro.fiorentino@gavazzeni.it Investigation performed at Humanitas Gavazzeni, Bergamo, Italy Disclosure: The authors indicated that no external funding was received for any aspect of this work. The Disclosure of Potential Conflicts of Interest forms are provided with the online version of the article (http://links.lww.com/JBJS/F867). Copyright 2020 by The Journal of Bone and Joint Surgery, Incorporated",2020,,JBJS,Latest Articles,,,00004623-900000000-99739,10.2106/jbjs.20.00617,26288,#141821,Catellani 2020,,,141821,30-04-20
Immunotherapy Answers the Call to Fight the COVID-19 Virus,"Fuerst, Mark L.",,2020,,Oncology Times,42,9,"19,31",00130989-202005050-00008,10.1097/01.COT.0000666552.67897.c4,26294,#141827,Fuerst 2020,,,141827,30-04-20
Is the Collapse of the Respiratory Center in the Brain Responsible for Respiratory Breakdown in COVID-19 Patients?,"Gandhi, Sonu; Srivastava, Amit Kumar; Ray, Upasana; Tripathi, Prem Prakash","Following the identification of severe acute respiratory syndrome coronavirus (SARS-CoV) in 2002 and Middle East respiratory syndrome coronavirus (MERS-CoV) in 2012, we are now again facing a global highly pathogenic novel coronavirus (SARS-CoV-2) epidemic. Although the lungs are one of the most critically affected organs, several other organs, including the brain may also get infected. Here, we have highlighted that SARS-CoV-2 might infect the central nervous system (CNS) through the olfactory bulb. From the olfactory bulb, SARS-CoV-2 may target the deeper parts of the brain including the thalamus and brainstem by trans-synaptic transfer described for many other viral diseases. Following this, the virus might infect the respiratory center of brain, which could be accountable for the respiratory breakdown of COVID-19 patients. Therefore, it is important to screen the COVID-19 patients for neurological symptoms as well as possibility of the collapse of the respiratory center in the brainstem should be investigated in depth.",2020,,ACS Chemical Neuroscience,,,,,10.1021/acschemneuro.0c00217,26296,#141829,Gandhi 2020,,,141829,30-04-20
