"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-1 Measure Rate","ASC-1 Footnote","ASC-2 Measure Rate","ASC-2 Footnote","ASC-3 Measure Rate","ASC-3 Footnote","ASC-4 Measure Rate","ASC-4 Footnote","ASC-9 Rate","ASC-9 Footnote","ASC-10 Rate","ASC-10 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote"
ISLAND DIGESTIVE HEALTH CENTER LLC,33C0001142,1891049441,WEST ISLIP,NY,11795,2018,0,,0,,0,,0,,59.6,,10.91,,N/A,5,N/A,5,N/A,5,1196,No Different than the National Rate,10.8,8.1,14.3,
ST CHARLES SURGERY CENTER,26C0001144,1891071072,ST CHARLES,MO,63301,2018,0.51,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.38,,N/A,N/A,N/A,N/A,N/A,5
BAPTIST SURGERY AND ENDOSCOPY CENTERS LLC,10C0001142,1891118154,SUNRISE,FL,33351,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.5,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
PLAZA AMBULATORY SURGERY CENTER LLC,38C0001106,1891127981,PORTLAND,OR,97213,2018,0,,0,,0,,0,,31.25,,100,,N/A,5,99.85,,0.13,,83,No Different than the National Rate,12.7,9.1,17.4,
HANFORD SPECIALTY SURGERY CENTER PC,05C0002105,1891133302,HANFORD,CA,93230,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUMMIT AMBULATORY SURGICAL CENTER LLC,21C0001587,1891148219,HANOVER,MD,21076,2018,0,,0,,0,,5.747,,N/A,5,N/A,5,N/A,5,89.87,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
COMPREHENSIVE SURGERY CENTER LLC,10C0001599,1891172078,CLEARWATER,FL,33765,2018,0,,5.348,,0,,0,,N/A,5,N/A,5,N/A,5,99.19,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EZEANOLUE MD PRECISION SURGERY CENTER OF LAS VEGAS PLLC,29C0001118,1891185096,LAS VEGAS,NV,89106,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
FUNCTIONAL NEUROSURGICAL AMBULATORY SURGERY CENTERLLC,06C0001159,1891186987,LITTLETON,CO,80120,2018,0,,0,,0,,38.462,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ESSEX ENDOSCOPY CENTER OF NJ LLC,31C0001148,1891701611,NEWARK,NJ,7105,2018,0,,0,,0,,0,,7,,50,,N/A,5,N/A,5,N/A,5,925,No Different than the National Rate,12.7,9.4,17.1,
CENTER FOR PAIN MANAGEMENT,03C0001294,1891717195,TUCSON,AZ,85712,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY SURGICAL CENTER LLC,52C0001034,1891717823,OSHKOSH,WI,54901,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.24,,N/A,N/A,N/A,N/A,N/A,5
EYE MDS OF PUGET SOUND PLLC,50C0001234,1891722609,TACOMA,WA,98405,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ARKLAMISS SURGERY CENTER LLC,19C0001105,1891724936,MONROE,LA,71201,2018,0,,0.319,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MISSISSIPPI COAST ENDOSCOPY AND AMBULATORY CENTER LLC,25C0001035,1891728382,PASCAGOULA,MS,39567,2018,0,,0,,0,,2.549,,14.04,,25.07,,N/A,5,94.33,,0,,1216,No Different than the National Rate,12.6,9.5,16.8,
LAKEWALK SURGERY CENTER INC,24C0001026,1891730644,DULUTH,MN,55805,2018,0,,0,,0,,0,,93.1,,100,,100,,93.75,,0,,296,No Different than the National Rate,12.7,9.1,17.3,
NORTH SUBURBAN SPINE CENTER LP,06C0001068,1891745956,THORNTON,CO,80229,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,0.33,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY SURGICAL FACILITY OF S FLORIDA LLLP,10C0001249,1891750980,PEMBROKE PINES,FL,33028,2018,0,,0,,0,,0,,100,,51.89,,N/A,5,100,,1.05,,262,No Different than the National Rate,11.7,8.4,15.8,
CHARLOTTE SURGERY CENTER,34C0001016,1891750998,CHARLOTTE,NC,28211,2018,0,,0,,0,,0.659,,N/A,5,N/A,5,N/A,5,100,,0.1,,N/A,N/A,N/A,N/A,N/A,5
WASHINGTON GASTROENTEROLOGY,50C0001160,1891754271,FEDERAL WAY,WA,98003,2018,0,,0,,0,,1.813,,95.04,,65.52,,N/A,5,N/A,5,N/A,5,1954,No Different than the National Rate,12.2,9.4,15.8,
ST JOSEPH CENTER FOR OUTPATIENT SURGERY LLC,26C0001075,1891759569,ST JOSEPH,MO,64506,2018,0,,0,,0,,1.215,,97.35,,83.53,,N/A,5,98,,N/A,5,2524,No Different than the National Rate,12.3,9.8,15.5,
HILO COMMUNITY SURGERY CENTER,12C0001010,1891759601,HILO,HI,96720,2018,0,,0,,0,,2.457,,N/A,5,N/A,5,N/A,5,100,,0.07,,N/A,N/A,N/A,N/A,N/A,5
HOUMA OUTPATIENT SURGERY CENTER,19C0001016,1891763157,METAIRIE,LA,70006,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
REGIONAL HAND CENTER OF CENTRAL CALIFORNIA INC,05C0001601,1891770814,FRESNO,CA,93720,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NOVAMED SURGERY CENTER OF BATON ROUGE LLC,19C0001098,1891772547,BATON ROUGE,LA,70810,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MINOR AND JAMES MEDICAL PLLC,50C0001070,1891776233,SEATTLE,WA,98104,2018,5.405,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,1047,No Different than the National Rate,11.2,8.4,15.1,
CATARACT CENTER FOR THE ADIRONDACKS,33C0001046,1891784955,PLATTSBURGH,NY,12901,2018,0.573,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.28,,N/A,N/A,N/A,N/A,N/A,5
ROCKWALL HEATH AMBULATORY SURGERY CENTER LLP DBA BAYLOR SURGICARE AT HEATH,45C0001373,1891788584,HEATH,TX,75032,2018,0,,0,,0,,0,,100,,100,,N/A,5,100,,N/A,5,141,No Different than the National Rate,12.4,8.9,17.4,
NORTHEAST OHIO SURGERY CENTER LLC,36C0001163,1891793915,ORANGE VILLAGE,OH,44122,2018,0,,0,,0,,2.398,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
LINCOLN SURGERY ENDOSCOPY SERVICES LLC,28C0001033,1891798583,LINCOLN,NE,68506,2018,0,,0,,0,,0,,94.64,,94.62,,N/A,5,N/A,5,N/A,5,1146,No Different than the National Rate,10.8,8,14.4,
INTERSTATE AMBULATORY SURGERY CENTER,38C0001030,1891859773,PORTLAND,OR,97227,2018,0,,0,,0,,23.256,,N/A,5,N/A,5,N/A,5,98.27,,0.3,,N/A,N/A,N/A,N/A,N/A,5
AURORA SURGERY CENTER LP,05C0001535,1891870986,PALM DESERT,CA,92260,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PHYSICIANS SURGICAL CENTER,28C0001012,1891875175,LINCOLN,NE,68506,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GASTRO SURGI CENTER OF NEW JERSEY,31C0001111,1891881926,MOUNTAINSIDE,NJ,7092,2018,0.842,,0,,0,,0,,95.43,,99.3,,N/A,5,N/A,5,N/A,5,2370,No Different than the National Rate,11.6,8.9,14.8,
GARDEN STATE SURGICAL CENTER LLC,31C0001089,1891882031,FAIR LAWN,NJ,7410,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DIGESTIVE CARE MEDICAL CENTER,05C0001619,1891889945,SAN CARLOS,CA,94070,2018,0,,0,,0,,0,,97.37,,95.72,,N/A,5,N/A,5,N/A,5,749,No Different than the National Rate,11.1,8.1,14.7,
RED ROCK SURGERY CENTER,29C0001078,1891930392,LAS VEGAS,NV,89117,2018,1.894,,0,,0,,0,,N/A,5,N/A,5,N/A,5,98.06,,0,,N/A,N/A,N/A,N/A,N/A,5
EAST CAMPUS SURGERY CENTER LLC,15C0001087,1891935201,INDIANAPOLIS,IN,46218,2018,0,,0,,0,,0.884,,N/A,5,N/A,5,N/A,5,88.18,,0,,N/A,N/A,N/A,N/A,N/A,5
MISSISSIPPI EYE SURGERY CENTER,25C0001054,1891951885,OCEAN SPRINGS,MS,39564,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.1,,N/A,N/A,N/A,N/A,N/A,5
G AND G INTERNATIONAL LLC,36C0001230,1891992889,PAINESVILLE,OH,44077,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.11,,N/A,N/A,N/A,N/A,N/A,5
ROME SURGICAL CENTER PC,11C0001308,1902020522,ROME,GA,30165,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PHYSICIANS AMBULATORY SURGERY CENTER LLC,45C0001320,1902036049,HOUSTON,TX,77063,2018,0,,0,,0,,0,,100,,100,,N/A,5,0,,N/A,5,2850,No Different than the National Rate,12.3,9.7,15.9,
GREATER SPRINGFIELD SURGERY CENTER LLC,22C0001075,1902039936,SPRINGFIELD,MA,1107,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,98.27,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CORONA OUTPATIENT SURGICENTER LLC,05C0001925,1902042658,CORONA,CA,92882,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AESTHETIC AND GENERAL DERMATOLOGY OF SEATTLE,50C0001301,1902043284,BURIEN,WA,98168,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER LLC,52C0001085,1902052350,FRANKLIN,WI,53132,2018,0,,0,,0,,0.593,,100,,100,,N/A,5,96,,N/A,5,181,No Different than the National Rate,11.5,8.4,15.9,
MEADOWBROOK ENDOSCOPY CENTER,33C0001105,1902070832,WESTBURY,NY,11590,2018,0,,0.582,,0,,0,,85.9,,80.78,,N/A,5,N/A,5,N/A,5,2451,No Different than the National Rate,10.8,8.3,13.8,
PLAINFIELD SURGERY CENTER LLC,14C0001139,1902078207,PLAINFIELD,IL,60585,2018,0,,0,,0,,1.996,,94.77,,97.23,,N/A,5,93.97,,N/A,5,685,No Different than the National Rate,13.3,9.8,18.1,
CENTER FOR DIGESTIVE ENDOSCOPY,10C0001367,1902079775,ORLANDO,FL,32803,2018,0,,0,,0,,0.448,,78.36,,33.33,,N/A,5,N/A,5,N/A,5,3610,No Different than the National Rate,11.7,9.5,14.6,
PERIMETER SURGICAL CENTER,36C0001236,1902095417,DUBLIN,OH,43016,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
METRO SPECIALTY SURGERY CENTER LLC,15C0001174,1902134372,JEFFERSONVILLE,IN,47130,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OXFORD VALLEY PAIN AND SURGICAL CENTER INC,39C0001307,1902140577,LANGHORNE,PA,19047,2018,10.05,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DENVER SURGICENTER LLC,06C0001081,1902204654,DENVER,CO,80230,2018,0,,0,,0,,0,,100,,100,,N/A,5,N/A,5,N/A,5,1251,No Different than the National Rate,12.1,9.1,16,
21 READE PLACE ASC LLC,33C0001150,1902215148,POUGHKEEPSIE,NY,12601,2018,0,,0,,0,,0,,84.21,,31.34,,N/A,5,N/A,5,N/A,5,1169,No Different than the National Rate,13.6,10.1,17.9,
TEXAS ENDOSCOPY CENTERS LLC,45C0001391,1902218456,PLANO,TX,75025,2018,0,,0,,0,,0,,88.36,,84.07,,N/A,5,7.14,,N/A,5,1247,No Different than the National Rate,13,9.7,17.3,
PROVIDENCE HEALTH AND SERVICES WASHINGTON,50C0001311,1902228455,SPOKANE VALLEY,WA,99216,2018,0,,0,,0,,0,,100,,83.61,,N/A,5,66.89,,N/A,5,152,No Different than the National Rate,13.2,9.4,18.2,
MURRIETA SPECIALTY SURGERY CENTER PC A,05C0002139,1902284045,MURRIETA,CA,92562,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CARRIS HEALTH LLC,24C0001010,1902319478,WILLMAR,MN,56201,2018,1.669,,0,,0,,3.333,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CATARACT AND SURGICAL CENTER OF LUBBOCK LLC,45C0001310,1902802036,LUBBOCK,TX,79424,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.21,,N/A,N/A,N/A,N/A,N/A,5
EAST METRO ASC LLC,24C0001025,1902805278,LAKE ELMO,MN,55042,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,88.6,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF SCOTTSDALE LLC DBA MOUNTAIN VIEW SURGERY CENTER OF SCOTTSDALE,03C0001247,1902807159,SCOTTSDALE,AZ,85260,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CATARACT AND VISION CENTER OF HAWAII LLC,12C0001006,1902825821,HONOLULU,HI,96817,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,4.58,,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER LLC,15C0001130,1902831225,CARMEL,IN,46032,2018,0,,0,,0,,0,,94.57,,97.7,,N/A,5,N/A,5,N/A,5,987,No Different than the National Rate,13.2,9.9,17.4,
COASTAL SURGERY CENTER LLC,10C0001464,1902832405,JACKSONVILLE,FL,32216,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SOUTHWESTERN EYE CENTER LTD,03C0001047,1902834922,MESA,AZ,85204,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.46,,N/A,N/A,N/A,N/A,N/A,5
MARINER SURGERY CENTER,10C0001386,1902838402,SPRING HILL,FL,34609,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MASON CITY AMBULATORY SURGERY CENTER LLC,16C0001024,1902841398,MASON CITY,IA,50401,2018,0,,0.236,,0,,1.416,,100,,100,,N/A,5,100,,0.13,,1593,No Different than the National Rate,11.1,8.5,14.7,
SOUTH ARLINGTON SURGICAL PROVIDERS INC,45C0001234,1902844426,ARLINGTON,TX,76018,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.14,,N/A,N/A,N/A,N/A,N/A,5
NORTHSIDE FOOT AND ANKLE OUTPATIENT SURGICAL CENTER INC,11C0001051,1902848286,NORCROSS,GA,30092,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHSIDE FOOT AND ANKLE OUTPATIENT SURGICAL CENTER INC,11C0001083,1902848286,GAINESVILLE,GA,30501,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE SURGERY CENTER LLC,14C0001047,1902849227,BELLEVILLE,IL,62226,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.19,,N/A,N/A,N/A,N/A,N/A,5
NOVAMED SURGERY CENTER OF DALLAS,45C0001334,1902850506,DALLAS,TX,75252,2018,0,,0,,0,,0,,76.74,,83.52,,N/A,5,100,,0.96,,580,No Different than the National Rate,13.8,10.3,18.2,
DAYTIME OUTPATIENT SURGERY CENTER,45C0001272,1902850571,FORT WORTH,TX,76132,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BEVERLY HILLS SURGERY CENTER LP,05C0001745,1902851009,BEVERLY HILLS,CA,90212,2018,0,,0,,0,,0.686,,98.45,,85.22,,N/A,5,93.7,,N/A,5,1246,No Different than the National Rate,10.1,7.6,13,
MIDTOWN UROLOGY SURGICAL CENTER PC,11C0001073,1902852841,ATLANTA,GA,30324,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NEW SMYRNA BEACH AMBULATORY CARE CENTER INC,10C0001180,1902853195,NEW SMYRNA BEACH,FL,32168,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0,,321,No Different than the National Rate,11.5,8.5,15.4,
TORRANCE SURGERY CENTER LP,05C0001532,1902860414,TORRANCE,CA,90505,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,98.94,,0.84,,N/A,N/A,N/A,N/A,N/A,5
VISION GROUP ASC LLC,04C0001065,1902860679,FORT SMITH,AR,72901,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.58,,N/A,N/A,N/A,N/A,N/A,5
PEACHTREE ORTHOPAEDIC SURGERY CENTER AT PIEDMONT LLC,11C0001185,1902861941,ATLANTA,GA,30309,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OAK AND MAIN SURGICENTER LLC,31C0001096,1902863723,VINELAND,NJ,8360,2018,0,,0,,0,,0,,58.9,,73.75,,N/A,5,100,,N/A,5,279,No Different than the National Rate,12.3,8.7,17,
SPOKANE SURGERY CENTER LTD PS,50C0001020,1902864879,SPOKANE VALLEY,WA,99206,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTRAL PARK ENDOSCOPY CENTER LLC DBA ENDOSCOPY CENTER AT CENTRAL PARK,45C0001291,1902875438,BEDFORD,TX,76022,2018,0,,0,,0,,0,,93.88,,92.5,,N/A,5,N/A,5,N/A,5,2516,No Different than the National Rate,12.8,10.2,16.3,
THE SURGERY CENTER AT CRANBERRY,39C0001153,1902876212,CRANBERRY TOWNSHIP,PA,16066,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,96.15,,0.39,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
CULPEPER SURGERY CENTER LLC,49C0001028,1902877509,CULPEPER,VA,22701,2018,0,,0,,0,,0,,70.31,,83.78,,N/A,5,N/A,5,0.19,,659,No Different than the National Rate,12.1,9.1,16.4,
AMBULATORY SURGICAL CENTER OF MORRIS COUNTY INC,31C0001038,1902877715,CEDAR KNOLLS,NJ,7927,2018,0,,0,,0,,0.322,,99.34,,100,,N/A,5,100,,0.47,,1610,No Different than the National Rate,11.2,8.5,14.7,
CAROMONT HEALTH SERVICES INC DBA CAROMONT SPECIALITY SURGERY,34C0001101,1902895675,GASTONIA,NC,28054,2018,1.663,,0,,0,,0,,N/A,5,N/A,5,N/A,5,85.42,,0.09,,N/A,N/A,N/A,N/A,N/A,5
LEWISBURG PLASTIC SURGERY AND LASER CENTER,39C0001128,1902899289,LEWISBURG,PA,17837,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,95,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY SURGERY CENTER OF TUCSON INC,03C0001053,1902958226,TUCSON,AZ,85716,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.17,,N/A,N/A,N/A,N/A,N/A,5
RIVA ROAD SURGICAL CENTER LLC,21C0001449,1902959190,ANNAPOLIS,MD,21401,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CHERRY STREET SURGERY CENTER LLC,37C0001033,1902960198,TULSA,OK,74104,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SINUS SURGERY CENTER IDAHO PA,13C0001062,1902960206,MERIDIAN,ID,83642,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
4TH STREET LASER AND SURGERY CENTER INC,05C0001428,1902964174,SANTA ROSA,CA,95404,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.73,,N/A,N/A,N/A,N/A,N/A,5
SEASHORE AMBULATORY SURGERY CENTER,31C0001170,1902969439,NORTHFIELD,NJ,8225,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LANE SURGERY CENTER LLC,38C0001040,1902981558,EUGENE,OR,97401,2018,0,,0,,0,,0.987,,N/A,5,N/A,5,N/A,5,N/A,5,0.78,,N/A,N/A,N/A,N/A,N/A,5
WESTERN MARYLAND EYE SURGICAL CENTER,21C0001084,1902991979,FREDERICK,MD,21701,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR ENDOSCOPY INC,10C0001392,1912018086,SARASOTA,FL,34239,2018,0,,0.44,,0,,0.879,,96.53,,99.81,,N/A,5,N/A,5,N/A,5,3961,No Different than the National Rate,10.4,8.4,13,
VENTURA SURGERY CENTER INC,05C0001688,1912018706,VENTURA,CA,93003,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,89.19,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
HAWAIIAN EYE CENTER INC,12C0001000,1912080672,WAHIAWA,HI,96786,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.81,,N/A,N/A,N/A,N/A,N/A,5
BETZ OPHTHALMOLOGY ASSOCIATES PC,39C0001229,1912085333,LEWISBURG,PA,17837,2018,0,,0,,0,,0,,N/A,5,N/A,5,17.68,,N/A,5,4.21,,N/A,N/A,N/A,N/A,N/A,5
MEDSTAR SURGERY CENTER AT LAFAYETTE CENTRE LLC,09C0001001,1912090432,WASHINGTON,DC,20036,2018,0,,0,,0,,0,,92.49,,94.53,,98.7,,N/A,5,1.39,,381,No Different than the National Rate,11.3,8.2,15.7,
EVANSVILLE SURGERY CENTER ASSOCIATES LLC,15C0001060,1912096785,EVANSVILLE,IN,47710,2018,0,,0,,0,,0.634,,62.5,,N/A,1,N/A,5,95.83,,0.59,,59,No Different than the National Rate,12.4,8.8,17.7,
NEW LEXINGTON CLINIC PSC,18C0001025,1912097700,LEXINGTON,KY,40504,2018,0,,0,,0,,1.029,,100,,98.96,,N/A,5,99.73,,N/A,5,2370,No Different than the National Rate,11,8.5,14.2,
SURGCENTER OF BEL AIR,21C0001483,1912158684,BEL AIR,MD,21014,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PACIFIC CATARACT AND LASER INSTITUTE INC PC,27C0001019,1912174996,GREAT FALLS,MT,59404,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER AT TANASBOURNE LLC,38C0001090,1912177163,HILLSBORO,OR,97124,2018,0,,0,,0,,0,,99.32,,99.42,,N/A,5,96.91,,0.26,,123,No Different than the National Rate,12.2,8.6,17.3,
SURGICARE SURGICAL ASSOCIATES OF RIDGEWOOD LLC,31C0001239,1912199258,RIDGEWOOD,NJ,7450,2018,0,,0,,0,,0,,0,,0,,N/A,5,100,,N/A,5,747,No Different than the National Rate,10.9,7.9,14.6,
ALASKA EYE SURGERY AND LASER CENTER INC,02C0001013,1912202896,ANCHORAGE,AK,99501,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUNERGY OUTPATIENT SURG CTR FT MYERS,10C0001553,1912209800,FORT MYERS,FL,33966,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ATLANTIC SURGICAL CENTER LLC,05C0001964,1912239062,MONTEREY PARK,CA,91754,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
ROCKWOOD EYE SURGERY CENTER,50C0001024,1912252693,SPOKANE,WA,99202,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.07,,N/A,N/A,N/A,N/A,N/A,5
BRASELTON ENDOSCOPY CENTER LLC,11C0001395,1912265653,BRASELTON,GA,30517,2018,0,,0,,0,,0,,100,,100,,N/A,5,N/A,5,N/A,5,1295,No Different than the National Rate,13.1,9.8,17.2,
HARBORSIDE SURERY CENTER LLC,21C0001535,1912267592,NATIONAL HARBOR,MD,20745,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,84.29,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
VILLAGES REGIONAL HOSPITAL SURGERY CENTER LLC,10C0001598,1912317538,THE VILLAGES,FL,32159,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,62,No Different than the National Rate,12,8.7,16.9,
PREMIER SPECIALTY SURGICAL CENTER LLC,05C0002067,1912322595,WEST HILLS,CA,91307,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,0,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR PAIN MANAGEMENT AMBULATORY SURGERY LTD,24C0001079,1912329871,ALEXANDRIA,MN,56308,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DIGESTIVE HEALTH ENDOSCOPY CENTER LLC,34C0001169,1912340944,FAYETTEVILLE,NC,28306,2018,0,,0,,0,,0.719,,96.09,,91.58,,N/A,5,N/A,5,N/A,5,2047,No Different than the National Rate,10.9,8.3,14.2,
