"Facility Name","Facility ID","State","Fiscal Year","PSI-90 Start Date","PSI-90 End Date","PSI-90 W Z Score","PSI-90 Footnote","CLABSI W Z Score","CLABSI Footnote","CAUTI W Z Score","CAUTI Footnote","SSI W Z Score","SSI Footnote","MRSA W Z Score","MRSA Footnote","CDI W Z Score","CDI Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
UNIVERSITY MEDICAL CENTER OF EL PASO,450024,TX,2020,07/01/2016,06/30/2018,-0.0159,,1.1777,,1.5811,,-0.4279,,0.6892,,0.7780,,01/01/2017,12/31/2018,0.6303,,Yes,
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,TX,2020,07/01/2016,06/30/2018,-0.4094,,0.1234,,0.4371,,-0.2308,,-0.5214,,-0.4361,,01/01/2017,12/31/2018,-0.1728,,No,
LAREDO MEDICAL CENTER,450029,TX,2020,07/01/2016,06/30/2018,-0.2495,,0.2169,,1.1117,,-0.6563,,-0.2453,,-0.8448,,01/01/2017,12/31/2018,-0.1112,,No,
CHRISTUS GOOD SHEPHERD MEDICAL CENTER,450032,TX,2020,07/01/2016,06/30/2018,-0.6870,,1.3109,,-1.2142,,-1.2200,,0.7494,,-0.2738,,01/01/2017,12/31/2018,-0.2225,,No,
VHS HARLINGEN HOSPITAL COMPANY LLC,450033,TX,2020,07/01/2016,06/30/2018,-0.6239,,0.4318,,-0.1273,,-0.7079,,-0.1834,,-1.0221,,01/01/2017,12/31/2018,-0.3721,,No,
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,TX,2020,07/01/2016,06/30/2018,-0.9379,,1.1816,,2.1417,,1.0938,,1.0325,,-1.8064,,01/01/2017,12/31/2018,0.4509,,Yes,
ST JOSEPH MEDICAL CENTER,450035,TX,2020,07/01/2016,06/30/2018,0.1525,,-0.4355,,-0.6783,,-0.5937,,-0.5126,,-1.6050,,01/01/2017,12/31/2018,-0.6121,,No,
JPS HEALTH NETWORK,450039,TX,2020,07/01/2016,06/30/2018,1.4089,,-0.4196,,0.1464,,2.0996,,-0.5409,,0.1469,,01/01/2017,12/31/2018,0.4736,,Yes,
COVENANT MEDICAL CENTER,450040,TX,2020,07/01/2016,06/30/2018,-0.9171,,-0.1948,,-0.0265,,-0.8424,,0.1582,,0.7359,,01/01/2017,12/31/2018,-0.1811,,No,
PROVIDENCE HEALTH CENTER,450042,TX,2020,07/01/2016,06/30/2018,1.8966,,0.8773,,0.9312,,-0.0834,,2.1246,,0.4384,,01/01/2017,12/31/2018,1.0308,,Yes,
UT SOUTHWESTERN UNIVERSITY HOSPITAL,450044,TX,2020,07/01/2016,06/30/2018,0.1813,,-0.6603,,-0.2052,,0.9335,,0.0007,,0.2851,,01/01/2017,12/31/2018,0.0892,,No,
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,TX,2020,07/01/2016,06/30/2018,-0.4089,,0.2448,,0.5454,,0.2243,,-0.2046,,-1.0491,,01/01/2017,12/31/2018,-0.1080,,No,
METHODIST DALLAS MEDICAL CENTER,450051,TX,2020,07/01/2016,06/30/2018,-1.0335,,0.2408,,0.2319,,-0.1055,,-0.9090,,0.1409,,01/01/2017,12/31/2018,-0.2391,,No,
BAYLOR SCOTT & WHITE  CLINIC - TEMPLE,450054,TX,2020,07/01/2016,06/30/2018,-0.3678,,0.5372,,-0.8399,,-0.3652,,0.0963,,-0.0064,,01/01/2017,12/31/2018,-0.1576,,No,
ROLLING PLAINS MEMORIAL HOSPITAL,450055,TX,2020,07/01/2016,06/30/2018,0.4140,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-0.7743,,No,
ASCENSION SETON MEDICAL CENTER AUSTIN,450056,TX,2020,07/01/2016,06/30/2018,-0.2210,,0.2388,,-0.5567,,0.1229,,0.0503,,-0.1957,,01/01/2017,12/31/2018,-0.0936,,No,
BAPTIST MEDICAL CENTER,450058,TX,2020,07/01/2016,06/30/2018,-1.1583,,-0.8771,,-0.6080,,-1.1224,,-0.0506,,-0.3970,,01/01/2017,12/31/2018,-0.7022,,No,
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,450064,TX,2020,07/01/2016,06/30/2018,-0.3502,,0.1274,,-0.0018,,0.0474,,-0.1940,,0.8621,,01/01/2017,12/31/2018,0.0818,,No,
MEMORIAL HERMANN TEXAS MEDICAL CENTER,450068,TX,2020,07/01/2016,06/30/2018,0.2170,,0.8077,,-0.4465,,0.8156,,0.3405,,-0.3189,,01/01/2017,12/31/2018,0.2359,,No,
BRAZOSPORT REGIONAL HEALTH SYSTEM,450072,TX,2020,07/01/2016,06/30/2018,-0.5796,,-0.1809,,-1.5354,,N/A,5,0.0379,,0.0778,,01/01/2017,12/31/2018,-0.4361,,No,
ANSON GENERAL HOSPITAL,450078,TX,2020,07/01/2016,06/30/2018,-0.0489,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.0489,,No,
BAYLOR MEDICAL CENTER AT IRVING,450079,TX,2020,07/01/2016,06/30/2018,-0.3124,,-0.2445,,0.3953,,-0.0115,,-1.1161,,-0.7786,,01/01/2017,12/31/2018,-0.3447,,No,
TITUS REGIONAL MEDICAL CENTER,450080,TX,2020,07/01/2016,06/30/2018,-0.3896,,N/A,5,-1.5354,,1.5267,,-1.4453,,-0.1987,,01/01/2017,12/31/2018,-0.4085,,No,
CHRISTUS SPOHN HOSPITAL BEEVILLE,450082,TX,2020,07/01/2016,06/30/2018,-0.3036,,N/A,5,N/A,5,N/A,5,N/A,5,-1.4007,,01/01/2017,12/31/2018,-0.8522,,No,
UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,450083,TX,2020,07/01/2016,06/30/2018,-0.6232,,1.4581,,-0.2128,,0.8782,,0.8272,,0.5436,,01/01/2017,12/31/2018,0.4785,,Yes,
GRAHAM REGIONAL MEDICAL CENTER,450085,TX,2020,07/01/2016,06/30/2018,-0.3125,,N/A,5,N/A,5,N/A,5,N/A,5,1.9710,,01/01/2017,12/31/2018,0.8292,,Yes,
MEDICAL CITY NORTH HILLS,450087,TX,2020,07/01/2016,06/30/2018,-1.0559,,1.3925,,-0.2907,,-0.1773,,-1.4453,,-0.7847,,01/01/2017,12/31/2018,-0.3936,,No,
NORTH TEXAS MEDICAL CENTER,450090,TX,2020,07/01/2016,06/30/2018,-0.2102,,N/A,5,-1.5354,,N/A,5,N/A,5,1.9710,,01/01/2017,12/31/2018,0.0751,,No,
FORT DUNCAN MEDICAL CENTER,450092,TX,2020,07/01/2016,06/30/2018,-0.4037,,0.0140,,0.2262,,0.1819,,-1.4453,,0.2130,,01/01/2017,12/31/2018,-0.2023,,No,
HCA HOUSTON HEALTHCARE SOUTHEAST,450097,TX,2020,07/01/2016,06/30/2018,-0.6983,,1.4064,,0.5683,,0.8690,,0.8219,,-0.0725,,01/01/2017,12/31/2018,0.4825,,Yes,
PAMPA REGIONAL MEDICAL CENTER,450099,TX,2020,07/01/2016,06/30/2018,-1.2557,,N/A,5,-1.5354,,N/A,5,N/A,5,0.4144,,01/01/2017,12/31/2018,-0.7922,,No,
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,450101,TX,2020,07/01/2016,06/30/2018,-0.6288,,0.8873,,0.6956,,-0.5716,,-0.1887,,-0.0184,,01/01/2017,12/31/2018,0.0292,,No,
CHRISTUS MOTHER FRANCES HOSPITAL,450102,TX,2020,07/01/2016,06/30/2018,-1.0691,,-0.5608,,0.4447,,-0.9345,,-0.3781,,-0.2888,,01/01/2017,12/31/2018,-0.4644,,No,
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,2020,07/01/2016,06/30/2018,2.3575,,-1.4459,,0.3763,,0.7290,,-1.4453,,-1.9206,,01/01/2017,12/31/2018,-0.2248,,No,
LAS PALMAS MEDICAL CENTER,450107,TX,2020,07/01/2016,06/30/2018,-0.6247,,0.9509,,1.2961,,-0.4997,,-0.0418,,1.8448,,01/01/2017,12/31/2018,0.4876,,Yes,
CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,2020,07/01/2016,06/30/2018,-0.3320,,N/A,5,N/A,5,N/A,5,N/A,5,-0.5112,,01/01/2017,12/31/2018,-0.4216,,No,
SOUTH TEXAS HEALTH SYSTEM,450119,TX,2020,07/01/2016,06/30/2018,-0.5039,,-0.6961,,-0.1463,,-1.1150,,-0.5037,,-0.3760,,01/01/2017,12/31/2018,-0.5568,,No,
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,450124,TX,2020,07/01/2016,06/30/2018,1.2569,,0.0021,,1.2980,,1.4530,,0.0697,,0.4624,,01/01/2017,12/31/2018,0.7570,,Yes,
KNAPP MEDICAL CENTER,450128,TX,2020,07/01/2016,06/30/2018,-1.5258,,2.1941,,1.1839,,-0.4960,,-0.6984,,-0.7366,,01/01/2017,12/31/2018,-0.0131,,No,
NIX HEALTH CARE SYSTEM,450130,TX,2020,07/01/2016,06/30/2018,-1.1572,,1.7823,,-0.1159,,-0.3708,,-0.6595,,0.2401,,01/01/2017,12/31/2018,-0.0468,,No,
MEDICAL CENTER HOSPITAL,450132,TX,2020,07/01/2016,06/30/2018,2.3575,,-1.0819,,-0.1007,,1.3461,,-0.8311,,1.0965,,01/01/2017,12/31/2018,0.4644,,Yes,
MIDLAND MEMORIAL HOSPITAL,450133,TX,2020,07/01/2016,06/30/2018,0.3689,,-0.8055,,-1.1610,,0.1579,,-0.4152,,-0.4691,,01/01/2017,12/31/2018,-0.3873,,No,
TEXAS HEALTH HARRIS METHODIST FORT WORTH,450135,TX,2020,07/01/2016,06/30/2018,1.4955,,-0.0775,,0.3497,,-0.0042,,-0.2081,,1.0124,,01/01/2017,12/31/2018,0.4280,,Yes,
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,450137,TX,2020,07/01/2016,06/30/2018,0.0905,,0.7162,,-0.6536,,-0.3008,,0.0963,,-0.1145,,01/01/2017,12/31/2018,-0.0277,,No,
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,2020,07/01/2016,06/30/2018,0.0553,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0553,,No,
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,2020,07/01/2016,06/30/2018,0.0061,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0061,,No,
DETAR HEALTHCARE SYSTEM,450147,TX,2020,07/01/2016,06/30/2018,-0.8559,,-0.0218,,0.2452,,-1.0966,,1.6785,,0.4925,,01/01/2017,12/31/2018,0.0737,,No,
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,2020,07/01/2016,06/30/2018,-0.5731,,-0.1093,,0.1483,,-0.7981,,N/A,5,-0.0184,,01/01/2017,12/31/2018,-0.2701,,No,
ADVENTHEALTH CENTRAL TEXAS,450152,TX,2020,07/01/2016,06/30/2018,-0.9910,,-0.4017,,-0.6365,,-0.6324,,-1.4453,,0.2972,,01/01/2017,12/31/2018,-0.6349,,No,
VAL VERDE REGIONAL MEDICAL CENTER,450154,TX,2020,07/01/2016,06/30/2018,-0.0040,,N/A,5,-0.4294,,N/A,5,N/A,5,-1.1002,,01/01/2017,12/31/2018,-0.5112,,No,
HEREFORD REGIONAL MEDICAL CENTER,450155,TX,2020,07/01/2016,06/30/2018,2.3575,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,2.3575,,Yes,
GRACE MEDICAL CENTER,450162,TX,2020,07/01/2016,06/30/2018,-0.8513,,N/A,5,N/A,5,-1.5000,,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.4380,,No,
CHRISTUS SPOHN HOSPITAL KLEBERG,450163,TX,2020,07/01/2016,06/30/2018,0.4920,,0.1990,,1.6913,,0.9814,,-1.4453,,-1.2444,,01/01/2017,12/31/2018,0.1123,,No,
METHODIST HOSPITAL SOUTH,450165,TX,2020,07/01/2016,06/30/2018,-0.9598,,N/A,5,N/A,5,-1.5000,,N/A,5,-1.2534,,01/01/2017,12/31/2018,-1.2378,,No,
MISSION REGIONAL MEDICAL CENTER,450176,TX,2020,07/01/2016,06/30/2018,0.6683,,-1.4459,,-1.0185,,-1.5000,,0.0538,,-0.0364,,01/01/2017,12/31/2018,-0.5465,,No,
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,TX,2020,07/01/2016,06/30/2018,0.6114,,0.5451,,-0.1843,,-0.0723,,0.0980,,-0.3189,,01/01/2017,12/31/2018,0.1132,,No,
SCOTT & WHITE HOSPITAL BRENHAM,450187,TX,2020,07/01/2016,06/30/2018,-0.1189,,N/A,5,N/A,5,0.1469,,N/A,5,0.3573,,01/01/2017,12/31/2018,0.1284,,No,
HILL REGIONAL HOSPITAL,450192,TX,2020,07/01/2016,06/30/2018,-0.1939,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.0783,,No,
CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,450193,TX,2020,07/01/2016,06/30/2018,-0.1196,,-0.1351,,0.0191,,-0.0926,,0.1281,,0.2431,,01/01/2017,12/31/2018,0.0072,,No,
UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,450194,TX,2020,07/01/2016,06/30/2018,-0.4681,,N/A,5,N/A,5,-1.5000,,N/A,5,-0.2407,,01/01/2017,12/31/2018,-0.7363,,No,
PARIS REGIONAL MEDICAL CENTER,450196,TX,2020,07/01/2016,06/30/2018,0.1351,,1.3447,,-1.2864,,1.0735,,1.8962,,-1.1332,,01/01/2017,12/31/2018,0.3383,,Yes,
WADLEY REGIONAL MEDICAL CENTER,450200,TX,2020,07/01/2016,06/30/2018,-0.0310,,-0.2246,,-0.7544,,0.6240,,2.2502,,-0.9890,,01/01/2017,12/31/2018,0.1459,,No,
MEDICAL CITY WEATHERFORD,450203,TX,2020,07/01/2016,06/30/2018,-0.3976,,-0.9745,,-1.2902,,0.0511,,0.7741,,-1.2174,,01/01/2017,12/31/2018,-0.5091,,No,
NORTHWEST TEXAS HOSPITAL,450209,TX,2020,07/01/2016,06/30/2018,1.0589,,0.7898,,0.2053,,-0.4352,,0.2042,,-0.2257,,01/01/2017,12/31/2018,0.2662,,No,
UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,450210,TX,2020,07/01/2016,06/30/2018,-0.0481,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.0481,,No,
CHI ST LUKES HEALTH MEMORIAL LUFKIN,450211,TX,2020,07/01/2016,06/30/2018,-0.2226,,0.1911,,-0.7468,,-1.1021,,2.2502,,-0.1897,,01/01/2017,12/31/2018,0.0300,,No,
UNIVERSITY HEALTH SYSTEM,450213,TX,2020,07/01/2016,06/30/2018,2.3575,,0.2826,,0.7298,,1.6833,,-0.3798,,0.4174,,01/01/2017,12/31/2018,0.8484,,Yes,
BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,450219,TX,2020,07/01/2016,06/30/2018,1.3968,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,1.3968,,Yes,
HCA HOUSTON HEALTHCARE CONROE,450222,TX,2020,07/01/2016,06/30/2018,0.2271,,1.5238,,-0.6669,,-0.2621,,1.2308,,0.1259,,01/01/2017,12/31/2018,0.3631,,Yes,
HENDRICK MEDICAL CENTER,450229,TX,2020,07/01/2016,06/30/2018,-0.9321,,-0.3440,,0.1179,,-0.6895,,-0.4949,,-1.0912,,01/01/2017,12/31/2018,-0.5723,,No,
BAPTIST ST ANTHONY'S HOSPITAL,450231,TX,2020,07/01/2016,06/30/2018,0.8306,,-1.0760,,-0.9577,,-0.5126,,-0.8701,,0.2641,,01/01/2017,12/31/2018,-0.3869,,No,
MEMORIAL HOSPITAL,450235,TX,2020,07/01/2016,06/30/2018,-0.1472,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.1472,,No,
CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,450236,TX,2020,07/01/2016,06/30/2018,0.1670,,-1.4459,,-1.5354,,N/A,5,N/A,5,-1.6050,,01/01/2017,12/31/2018,-1.1048,,No,
CHRISTUS SANTA ROSA MEDICAL CENTER,450237,TX,2020,07/01/2016,06/30/2018,2.0079,,1.6093,,0.1920,,0.6019,,0.1653,,-0.6915,,01/01/2017,12/31/2018,0.6475,,Yes,
FAITH COMMUNITY HOSPITAL,450241,TX,2020,07/01/2016,06/30/2018,0.0522,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0522,,No,
HAMLIN MEMORIAL HOSPITAL,450243,TX,2020,07/01/2016,06/30/2018,0.0694,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0694,,No,
BELLVILLE ST JOSEPH HEALTH CENTER,450253,TX,2020,07/01/2016,06/30/2018,0.0671,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0671,,No,
WISE REGIONAL HEALTH SYSTEM,450271,TX,2020,07/01/2016,06/30/2018,-0.3602,,-0.3917,,-1.5354,,0.8414,,1.8007,,1.6404,,01/01/2017,12/31/2018,0.3325,,Yes,
CENTRAL TEXAS MEDICAL CENTER,450272,TX,2020,07/01/2016,06/30/2018,-0.3912,,-1.4459,,-0.7962,,-1.5000,,-1.4453,,-1.1873,,01/01/2017,12/31/2018,-1.1277,,No,
HARRIS HEALTH SYSTEM,450289,TX,2020,07/01/2016,06/30/2018,0.4717,,0.5034,,0.3212,,2.0996,,0.3547,,-0.4210,,01/01/2017,12/31/2018,0.5549,,Yes,
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,450292,TX,2020,07/01/2016,06/30/2018,-0.3079,,N/A,5,N/A,5,N/A,5,N/A,5,-0.1085,,01/01/2017,12/31/2018,-0.2082,,No,
COLLEGE STATION MEDICAL CENTER,450299,TX,2020,07/01/2016,06/30/2018,-0.7568,,-0.1431,,1.2714,,-1.5000,,2.2502,,-0.0424,,01/01/2017,12/31/2018,0.1799,,No,
TEXOMA MEDICAL CENTER,450324,TX,2020,07/01/2016,06/30/2018,2.3575,,0.8793,,-0.2622,,-0.3781,,1.4378,,-0.7546,,01/01/2017,12/31/2018,0.5466,,Yes,
OAKBEND MEDICAL CENTER,450330,TX,2020,07/01/2016,06/30/2018,0.2163,,0.1712,,-1.5354,,-1.5000,,-0.3214,,-1.7042,,01/01/2017,12/31/2018,-0.7789,,No,
SAN ANGELO COMMUNITY MEDICAL CENTER,450340,TX,2020,07/01/2016,06/30/2018,0.6640,,-1.4459,,-1.5354,,-1.5000,,-0.1551,,0.6157,,01/01/2017,12/31/2018,-0.5595,,No,
BAPTIST BEAUMONT HOSPITAL,450346,TX,2020,07/01/2016,06/30/2018,-1.5258,,0.7779,,0.3307,,0.3366,,0.7582,,-0.8297,,01/01/2017,12/31/2018,-0.0254,,No,
HUNTSVILLE MEMORIAL HOSPITAL,450347,TX,2020,07/01/2016,06/30/2018,2.0038,,1.6928,,0.9027,,1.6280,,2.2502,,-0.0935,,01/01/2017,12/31/2018,1.3973,,Yes,
FALLS COMMUNITY HOSPITAL AND CLINIC,450348,TX,2020,07/01/2016,06/30/2018,-0.0037,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.0037,,No,
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,450351,TX,2020,07/01/2016,06/30/2018,-0.3926,,N/A,5,N/A,5,-1.5000,,N/A,5,1.2407,,01/01/2017,12/31/2018,-0.2173,,No,
HUNT REGIONAL MEDICAL CENTER,450352,TX,2020,07/01/2016,06/30/2018,0.1879,,-0.9268,,0.2129,,-1.5000,,-0.1073,,-0.0484,,01/01/2017,12/31/2018,-0.3636,,No,
HOUSTON METHODIST HOSPITAL,450358,TX,2020,07/01/2016,06/30/2018,-0.8697,,0.6207,,-0.1330,,0.2961,,-0.2294,,0.7088,,01/01/2017,12/31/2018,0.0656,,No,
CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,2020,07/01/2016,06/30/2018,-0.1488,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.1488,,No,
COLUMBUS COMMUNITY HOSPITAL,450370,TX,2020,07/01/2016,06/30/2018,-0.0876,,N/A,5,N/A,5,N/A,5,N/A,5,1.1446,,01/01/2017,12/31/2018,0.5285,,Yes,
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,450372,TX,2020,07/01/2016,06/30/2018,-1.2344,,2.1543,,-0.1159,,-0.6508,,-1.4453,,0.3603,,01/01/2017,12/31/2018,-0.1553,,No,
DALLAS MEDICAL CENTER,450379,TX,2020,07/01/2016,06/30/2018,-1.2434,,-0.6921,,0.2167,,N/A,5,N/A,5,0.4324,,01/01/2017,12/31/2018,-0.3216,,No,
METHODIST HOSPITAL,450388,TX,2020,07/01/2016,06/30/2018,0.2929,,-0.2684,,1.1174,,0.4877,,0.1264,,0.6938,,01/01/2017,12/31/2018,0.4083,,Yes,
UT HEALTH EAST TEXAS ATHENS HOSPITAL,450389,TX,2020,07/01/2016,06/30/2018,1.3862,,-1.4459,,-0.9330,,-0.7005,,0.2485,,0.5977,,01/01/2017,12/31/2018,-0.1412,,No,
MEMORIAL MEDICAL CENTER LIVINGSTON,450395,TX,2020,07/01/2016,06/30/2018,-0.1206,,N/A,5,-1.5354,,2.0996,,N/A,5,-1.1573,,01/01/2017,12/31/2018,-0.1784,,No,
BROWNFIELD REGIONAL MEDICAL CENTER,450399,TX,2020,07/01/2016,06/30/2018,0.0100,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-0.9763,,No,
PARKVIEW REGIONAL HOSPITAL,450400,TX,2020,07/01/2016,06/30/2018,-0.1221,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.1221,,No,
MEDICAL CITY MCKINNEY,450403,TX,2020,07/01/2016,06/30/2018,0.1798,,1.0424,,0.1616,,0.3680,,-0.1232,,0.1709,,01/01/2017,12/31/2018,0.2999,,No,
EASTLAND MEMORIAL HOSPITAL,450411,TX,2020,07/01/2016,06/30/2018,-0.2910,,N/A,5,N/A,5,N/A,5,N/A,5,-0.0304,,01/01/2017,12/31/2018,-0.1607,,No,
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,450419,TX,2020,07/01/2016,06/30/2018,-0.2685,,N/A,5,N/A,5,N/A,5,N/A,5,0.3933,,01/01/2017,12/31/2018,0.0624,,No,
BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,450422,TX,2020,07/01/2016,06/30/2018,-0.9062,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.9062,,No,
HOUSTON METHODIST SAN JACINTO HOSPITAL,450424,TX,2020,07/01/2016,06/30/2018,-0.0953,,-0.2863,,-0.8646,,0.2777,,-0.0028,,-0.0334,,01/01/2017,12/31/2018,-0.1675,,No,
ST DAVID'S MEDICAL CENTER,450431,TX,2020,07/01/2016,06/30/2018,-1.5258,,0.5034,,0.9236,,0.3864,,-0.8949,,-0.7636,,01/01/2017,12/31/2018,-0.2285,,No,
NAVARRO REGIONAL HOSPITAL,450447,TX,2020,07/01/2016,06/30/2018,0.7008,,-1.4459,,1.7426,,-0.0097,,N/A,5,1.0965,,01/01/2017,12/31/2018,0.4169,,Yes,
GLEN ROSE MEDICAL CENTER,450451,TX,2020,07/01/2016,06/30/2018,-0.0330,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.0330,,No,
TYLER COUNTY HOSPITAL,450460,TX,2020,07/01/2016,06/30/2018,0.0024,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0024,,No,
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,450462,TX,2020,07/01/2016,06/30/2018,-0.5662,,-0.3241,,0.6158,,0.9648,,0.2733,,0.2341,,01/01/2017,12/31/2018,0.1996,,No,
MATAGORDA REGIONAL MEDICAL CENTER,450465,TX,2020,07/01/2016,06/30/2018,-0.1812,,N/A,5,-0.2926,,N/A,5,N/A,5,0.0537,,01/01/2017,12/31/2018,-0.1400,,No,
WILSON N JONES REGIONAL MEDICAL CENTER,450469,TX,2020,07/01/2016,06/30/2018,0.9536,,-1.0680,,-0.2755,,-0.2602,,2.2502,,-0.2438,,01/01/2017,12/31/2018,0.2261,,No,
UT HEALTH EAST TEXAS HENDERSON HOSPITAL,450475,TX,2020,07/01/2016,06/30/2018,0.9418,,N/A,5,N/A,5,N/A,5,N/A,5,-0.0484,,01/01/2017,12/31/2018,0.4467,,Yes,
WOODLAND HEIGHTS MEDICAL CENTER,450484,TX,2020,07/01/2016,06/30/2018,-1.4571,,2.1941,,-0.8969,,-1.5000,,1.6750,,-1.1242,,01/01/2017,12/31/2018,-0.1849,,No,
MEDICAL ARTS HOSPITAL,450489,TX,2020,07/01/2016,06/30/2018,-0.0346,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,-0.0346,,No,
STEPHENS MEMORIAL HOSPITAL,450498,TX,2020,07/01/2016,06/30/2018,0.0559,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0559,,No,
MEMORIAL HOSPITAL,450508,TX,2020,07/01/2016,06/30/2018,-0.3193,,2.1941,,-0.3344,,-1.5000,,0.6874,,1.7396,,01/01/2017,12/31/2018,0.4112,,Yes,
THE MEDICAL CENTER OF SOUTHEAST TEXAS,450518,TX,2020,07/01/2016,06/30/2018,-1.5258,,-0.3977,,-0.1748,,-0.4463,,0.4343,,-0.7666,,01/01/2017,12/31/2018,-0.4795,,No,
METHODIST RICHARDSON MEDICAL CENTER,450537,TX,2020,07/01/2016,06/30/2018,1.9069,,-0.5588,,-0.7506,,-0.8884,,-1.4453,,0.3302,,01/01/2017,12/31/2018,-0.2343,,No,
COVENANT HOSPITAL PLAINVIEW,450539,TX,2020,07/01/2016,06/30/2018,-1.0385,,N/A,5,-0.1159,,2.0996,,N/A,5,0.2130,,01/01/2017,12/31/2018,0.2896,,No,
ABILENE REGIONAL MEDICAL CENTER,450558,TX,2020,07/01/2016,06/30/2018,-0.4680,,-0.7219,,-0.8266,,-0.0815,,-0.5232,,-0.3008,,01/01/2017,12/31/2018,-0.4870,,No,
BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,450563,TX,2020,07/01/2016,06/30/2018,-1.5069,,-0.4792,,-0.3458,,0.0290,,-1.2028,,-0.1596,,01/01/2017,12/31/2018,-0.6109,,No,
PALO PINTO GENERAL HOSPITAL,450565,TX,2020,07/01/2016,06/30/2018,0.4254,,N/A,5,2.1854,,N/A,5,N/A,5,1.9710,,01/01/2017,12/31/2018,1.5273,,Yes,
SHANNON MEDICAL CENTER,450571,TX,2020,07/01/2016,06/30/2018,0.0306,,1.6411,,0.6595,,0.6277,,1.4166,,0.7689,,01/01/2017,12/31/2018,0.8574,,Yes,
CHRISTUS JASPER MEMORIAL HOSPITAL,450573,TX,2020,07/01/2016,06/30/2018,-0.1643,,N/A,5,N/A,5,N/A,5,N/A,5,-1.9626,,01/01/2017,12/31/2018,-1.0635,,No,
HEMPHILL COUNTY HOSPITAL,450578,TX,2020,07/01/2016,06/30/2018,0.0545,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2017,12/31/2018,0.0545,,No,
